Song,Artist Credit,Keyword,Quote
Search & Rescue,Drake,loyalty-and-relationships,"I wanna be consistent, not a opposition side|I won't put you in that fucked up position, I"
Search & Rescue,Drake,luxury-and-fashion,All I know is hit the mall and see what damage I could do (Okay)
Search & Rescue,Drake,reassurance-and-comfort,"I'm a call away, mami"
Search & Rescue,Drake,reggaeton-culture,"I know I'm a pitbull, but dale, mami"
Search & Rescue,Drake,relationship-complications,"I don't wanna go missin'|I won't put you in that fucked up position, I"
Search & Rescue,Drake,romantic-pursuit,Come and rescue me
Search & Rescue,Drake,self-worth-and-insecurity,"I didn't come this far, just to come this far and not be happy|I don't really know how to confess my love"
Search & Rescue,Drake,vulnerability-and-betrayal,I don't really know how to confess my love|I need someone to be patient with me
Search & Rescue,Drake,wealth-and-flexing,"I give you the world, but there's other planets too, and|That's why I American Expre-e-e-e-e-ss my love for you"
See You Again,Wiz Khalifa Featuring Charlie Puth,ambition-and-self-determination,Had to switch up look at things different see the bigger picture
See You Again,Wiz Khalifa Featuring Charlie Puth,community-and-togetherness,How could we not talk about family when family's all that we got?
See You Again,Wiz Khalifa Featuring Charlie Puth,devotion,Everything I went through you were standing there by my side
See You Again,Wiz Khalifa Featuring Charlie Puth,family-and-distance,It's been a long day without you my friend
See You Again,Wiz Khalifa Featuring Charlie Puth,gratitude-and-appreciation,It's been a long day without you my friend|Those were the days hard work forever pays now I see you in a better place
See You Again,Wiz Khalifa Featuring Charlie Puth,heartbreak-and-grief,And now you gonna be with me for the last ride|Those were the days hard work forever pays now I see you in a better place
See You Again,Wiz Khalifa Featuring Charlie Puth,hope-and-optimism,So let the light guide your way hold every memory
See You Again,Wiz Khalifa Featuring Charlie Puth,human-connection,First you both go out your way\nAnd the vibe is feeling strong and what's\nSmall turn to a friendship a friendship\nTurn into a bond and that bond will never
See You Again,Wiz Khalifa Featuring Charlie Puth,legacy-and-family,How could we not talk about family when family's all that we got?|remember me when I'm gone
See You Again,Wiz Khalifa Featuring Charlie Puth,lingering-memories,And I'll tell you all about it when I see you again
See You Again,Wiz Khalifa Featuring Charlie Puth,longing-and-loss,It's been a long day without you my friend
See You Again,Wiz Khalifa Featuring Charlie Puth,longing-for-reconciliation,Oh I'll tell you all about it when I see you again
See You Again,Wiz Khalifa Featuring Charlie Puth,loyalty-and-relationships,And when brotherhood come first then the line\nWill never be crossed|And when brotherhood come first then the line\nWill never be crossed established it on our own
See You Again,Wiz Khalifa Featuring Charlie Puth,mortality-and-death,And now you gonna be with me for the last ride
See You Again,Wiz Khalifa Featuring Charlie Puth,nostalgia-and-longing,We've come a long way from where we began
See You Again,Wiz Khalifa Featuring Charlie Puth,overcoming-hardship,Those were the days hard work forever pays now I see you in a better place
See You Again,Wiz Khalifa Featuring Charlie Puth,personal-growth-and-change,Had to switch up look at things different see the bigger picture
See You Again,Wiz Khalifa Featuring Charlie Puth,resilience-and-strength,Those were the days hard work forever pays now I see you in a better place|hard work forever pays now I see you in a better place
See You Again,Wiz Khalifa Featuring Charlie Puth,rising-to-success,Those were the days hard work forever pays now I see you in a better place
Send My Love (To Your New Lover),Adele,ambition-and-self-determination,"I was too strong, you were trembling"
Send My Love (To Your New Lover),Adele,confidence-and-self-assurance,Baby I'm so rising
Send My Love (To Your New Lover),Adele,ex-moving-on,Send my love to your new lover
Send My Love (To Your New Lover),Adele,female-empowerment,"I was too strong, you were trembling"
Send My Love (To Your New Lover),Adele,freedom-and-escape,You set me free
Send My Love (To Your New Lover),Adele,heartbreak-and-grief,I'm giving you up
Send My Love (To Your New Lover),Adele,lingering-memories,We've gotta let go of all of our ghosts
Send My Love (To Your New Lover),Adele,partner-inadequacy,"You couldn't keep up, you were falling down (down)"
Send My Love (To Your New Lover),Adele,past-trauma-and-healing,I've forgiven it all
Send My Love (To Your New Lover),Adele,personal-growth-and-change,We both know we ain't kids no more
Send My Love (To Your New Lover),Adele,relationship-breakup,I'm giving you up
Send My Love (To Your New Lover),Adele,resilience-and-strength,"I was running, you were walking"
Send My Love (To Your New Lover),Adele,toxic-relationship,"This was all you, none of it me|You put your hands on, on my body and told me"
Send My Love (To Your New Lover),Adele,vulnerability-and-betrayal,"You put your hands on, on my body and told me|You told me you were ready"
Senorita,Shawn Mendes & Camila Cabello,addiction-and-obsession,Oooh you keep me coming for ya
Senorita,Shawn Mendes & Camila Cabello,attraction-and-admiration,I love it when you call me señorita
Senorita,Shawn Mendes & Camila Cabello,avoiding-commitment,You say that we're just friends
Senorita,Shawn Mendes & Camila Cabello,dancing-and-movement,We danced for hours in the sand
Senorita,Shawn Mendes & Camila Cabello,denial-and-self-deception,I wish I could pretend I didn't need ya
Senorita,Shawn Mendes & Camila Cabello,desire-and-lust,"Oooh, when your lips undress me"
Senorita,Shawn Mendes & Camila Cabello,false-friendship,You say that we're just friends\nBut friends don't know the way you taste la la la
Senorita,Shawn Mendes & Camila Cabello,flirtation-and-seduction,Her body fit right in my hands la la la
Senorita,Shawn Mendes & Camila Cabello,hidden-emotional-struggle,Oooh I should be running
Senorita,Shawn Mendes & Camila Cabello,intimacy-and-connection,But friends don't know the way you taste la la la
Senorita,Shawn Mendes & Camila Cabello,relationship-complications,I wish it wasn't so damn hard to leave ya
Senorita,Shawn Mendes & Camila Cabello,reluctance-to-let-go,All along I've been coming for ya|I wish it wasn't so damn hard to leave ya
Senorita,Shawn Mendes & Camila Cabello,romantic-pursuit,Call my name I'll be coming for ya
Senorita,Shawn Mendes & Camila Cabello,sensual-desire,Hooked on your tongue
Senorita,Shawn Mendes & Camila Cabello,summer-as-metaphor,The air was hot from summer rain
Senorita,Shawn Mendes & Camila Cabello,toxic-relationship,I wish it wasn't so damn hard to leave ya|Oooh I should be running
Seven,Jung Kook Featuring Latto,attraction-and-admiration,I must be favored to know ya
Seven,Jung Kook Featuring Latto,carefree-escapism,Got you skippin' work and meetings|You make Mondays feel like weekends
Seven,Jung Kook Featuring Latto,cherishing-the-present-moment,"Every hour, every minute, every second|You make Mondays feel like weekends"
Seven,Jung Kook Featuring Latto,clinging-to-love,"And that's why night after night\nI'll be lovin' you right|Every hour, every minute, every second"
Seven,Jung Kook Featuring Latto,dancing-and-movement,Hit me up and I'ma Cha Cha Slide
Seven,Jung Kook Featuring Latto,desire-and-lust,Deeper than the ocean is
Seven,Jung Kook Featuring Latto,devotion,Show you what devotion is
Seven,Jung Kook Featuring Latto,dominance-and-power,"Tightly take control, tightly take his soul"
Seven,Jung Kook Featuring Latto,female-empowerment,I make him never think about cheatin'
Seven,Jung Kook Featuring Latto,flirtation-and-seduction,"Come here, baby, let me swallow your pride"
Seven,Jung Kook Featuring Latto,human-connection,Think I met you in another life
Seven,Jung Kook Featuring Latto,intimacy-and-connection,You wrap around me and you give me life
Seven,Jung Kook Featuring Latto,loyalty-and-relationships,"I'll be lovin' you right seven days a week|Seven days a week, seven different sheets"
Seven,Jung Kook Featuring Latto,reassurance-and-comfort,I kiss your waist and ease your mind
Seven,Jung Kook Featuring Latto,sensual-desire,Leave them clothes at the door
Shallow,Lady Gaga & Bradley Cooper,authenticity-and-honesty,Are you happy in this modern world?|We’re far from the shallow now
Shallow,Lady Gaga & Bradley Cooper,freedom-and-escape,"Crash through the surface, where they can’t hurt us"
Shallow,Lady Gaga & Bradley Cooper,hidden-emotional-struggle,And in the bad times I fear myself
Shallow,Lady Gaga & Bradley Cooper,human-connection,"Crash through the surface, where they can’t hurt us|We’re far from the shallow now"
Shallow,Lady Gaga & Bradley Cooper,inner-mental-turmoil,In all the good times I find myself longin' for change
Shallow,Lady Gaga & Bradley Cooper,longing-and-loss,In all the good times I find myself longin' for change
Shallow,Lady Gaga & Bradley Cooper,longing-for-clarity,Are you happy in this modern world?|Or do you need more?
Shallow,Lady Gaga & Bradley Cooper,overcoming-hardship,"Crash through the surface, where they can’t hurt us|We’re far from the shallow now"
Shallow,Lady Gaga & Bradley Cooper,personal-growth-and-change,"I’m off the deep end, watch as I dive in|We’re far from the shallow now"
Shallow,Lady Gaga & Bradley Cooper,self-worth-and-insecurity,Aren’t you tired tryin' to fill that void?
Shallow,Lady Gaga & Bradley Cooper,societal-pressure,Ain’t it hard keeping it so hardcore?
Shape Of You,Ed Sheeran,alcohol-and-substance-abuse,Me and my friends at the table doing shots
Shape Of You,Ed Sheeran,attraction-and-admiration,I'm in love with the shape of you
Shape Of You,Ed Sheeran,celebration-and-partying,Me and my friends at the table doing shots
Shape Of You,Ed Sheeran,dancing-and-movement,"Take my hand, stop, put Van The Man on the jukebox"
Shape Of You,Ed Sheeran,desire-and-lust,I'm in love with your body
Shape Of You,Ed Sheeran,flirtation-and-seduction,Come over and start up a conversation with just me
Shape Of You,Ed Sheeran,human-connection,We talk for hours and hours about the sweet and the sour
Shape Of You,Ed Sheeran,intimacy-and-connection,And last night you were in my room
Shape Of You,Ed Sheeran,lingering-memories,And now my bedsheets smell like you
Shape Of You,Ed Sheeran,music-as-entertainment,"Take my hand, stop, put Van The Man on the jukebox|Tell the driver make the radio play and I'm singing like"
Shape Of You,Ed Sheeran,nighttime-revelry,The club isn't the best place to find a lover so the bar is where I go
Shape Of You,Ed Sheeran,partying-and-nightlife,The club isn't the best place to find a lover so the bar is where I go
Shape Of You,Ed Sheeran,romantic-pursuit,"Come on now, follow my lead|Come on, be my baby, come on"
Shape Of You,Ed Sheeran,sensual-desire,Grab on my waist and put that body on me
She Had Me At Heads Carolina,Cole Swindell,alcohol-and-substance-abuse,"She was in a circle of girls, chasin' a shot with a lime"
She Had Me At Heads Carolina,Cole Swindell,attraction-and-admiration,"I was raisin' my glass up for her, I saw her smilin' at me, yeah|She's got the bar in the palm of her hand"
She Had Me At Heads Carolina,Cole Swindell,carefree-escapism,"Heads Carolina, tails California|Hey, I got a Chevy, she can flip a quarter"
She Had Me At Heads Carolina,Cole Swindell,celebration-and-partying,"I was out with the boys, catchin' up in a neon light"
She Had Me At Heads Carolina,Cole Swindell,cherishing-the-present-moment,"I still see that girl every time I hear that song|Like there wasn't no one else in the room, we were singin'"
She Had Me At Heads Carolina,Cole Swindell,flirtation-and-seduction,"Hey, I got a Chevy, she can flip a quarter|She's got the bar in the palm of her hand"
She Had Me At Heads Carolina,Cole Swindell,freedom-and-escape,I'd drive her anywhere from here to California
She Had Me At Heads Carolina,Cole Swindell,human-connection,"I bought her a round and we talked 'til the lights came on|Like there wasn't no one else in the room, we were singin'"
She Had Me At Heads Carolina,Cole Swindell,lingering-memories,I still see that girl every time I hear that song
She Had Me At Heads Carolina,Cole Swindell,music-as-entertainment,Didn't know 'til we walked in it was karaoke night
She Had Me At Heads Carolina,Cole Swindell,nighttime-revelry,"I was out with the boys, catchin' up in a neon light"
She Had Me At Heads Carolina,Cole Swindell,partying-and-nightlife,"She was in a circle of girls, chasin' a shot with a lime|Yeah, I bought her a round and we talked 'til the lights came on"
She Had Me At Heads Carolina,Cole Swindell,romantic-pursuit,"When this song is over, I gotta find her"
She Had Me At Heads Carolina,Cole Swindell,small-town-roots-and-identity,Maybe she'd fall for a boy from South Georgia
She Had Me At Heads Carolina,Cole Swindell,urgency-and-time-pressure,"When this song is over, I gotta find her"
She Likes It,Russell Dickerson & Jake Scott,attraction-and-admiration,She likes it when I wear a suit
She Likes It,Russell Dickerson & Jake Scott,desire-and-lust,She likes it when I pour tequila\n'Cause she knows that we about to\nHave ourselves a little night
She Likes It,Russell Dickerson & Jake Scott,devotion,And I rub her back\nFor like half an hour
She Likes It,Russell Dickerson & Jake Scott,flirtation-and-seduction,And she knows by the way that I'm kissing on her\nThat we gon' take our time
She Likes It,Russell Dickerson & Jake Scott,gratitude-and-appreciation,That girl's worth celebrating
She Likes It,Russell Dickerson & Jake Scott,human-connection,When I already know\n\nWhat she's thinkin'\nShe don't have to say it yeah|When I open up\nWhen she's talkin' to me
She Likes It,Russell Dickerson & Jake Scott,intimacy-and-connection,And I start dimming those lights|When I open up\nWhen she's talkin' to me
She Likes It,Russell Dickerson & Jake Scott,loyalty-and-relationships,That girl's worth celebrating|When I already know\n\nWhat she's thinkin'\nShe don't have to say it yeah
She Likes It,Russell Dickerson & Jake Scott,nighttime-revelry,Have ourselves a little night
She Likes It,Russell Dickerson & Jake Scott,romantic-pursuit,When I leave a note\nMake us reservations\nJust because
She Likes It,Russell Dickerson & Jake Scott,sensual-desire,And I start dimming those lights|And she knows by the way that I'm kissing on her\nThat we gon' take our time|When I play John Denver\nThrough that little Bose speaker\nAnd I start dimming those lights
She's All I Wanna Be,Tate McRae,attraction-and-admiration,"She's got everything that I don't have, how could I ever compete with that?"
She's All I Wanna Be,Tate McRae,betrayal-and-cheating,"If you say, ""She's nothing to worry about""\nThen why'd you close your eyes when you said it out loud?|Stupid boy making me so sad, didn't think you could change this fast"
She's All I Wanna Be,Tate McRae,deception-and-distrust,"If you say, ""She's nothing to worry about""\nThen why'd you close your eyes when you said it out loud?|Then why'd you close your eyes when you said it out loud?"
She's All I Wanna Be,Tate McRae,disappointment-and-failure,"Stupid boy making me so sad, didn't think you could change this fast|Stupid boy making me so sad, didn't think you would hurt this bad"
She's All I Wanna Be,Tate McRae,fear-of-losing-love,"I know you'll go and change your mind, one day, wake up and be bored with mine"
She's All I Wanna Be,Tate McRae,heartbreak-and-grief,"Stupid boy making me so sad, didn't think you could change this fast|Stupid boy making me so sad, didn't think you would hurt this bad"
She's All I Wanna Be,Tate McRae,hidden-emotional-struggle,"But I just got a feeling, this'll leave an ugly scar"
She's All I Wanna Be,Tate McRae,idealized-beauty,"You want the girl with the small waist, and the perfect smile"
She's All I Wanna Be,Tate McRae,inner-mental-turmoil,"You tell me I shouldn't stress out, say, ""It's not that hard"""
She's All I Wanna Be,Tate McRae,jealousy-and-bitterness,"She's got everything that I don't have, how could I ever compete with that?"
She's All I Wanna Be,Tate McRae,longing-and-loss,"And she's all I wanna be, all I wanna be so bad, so bad"
She's All I Wanna Be,Tate McRae,relationship-complications,"And by then I'll just be someone you've forgotten about, oh|I know you'll go and change your mind, one day, wake up and be bored with mine|Stupid boy making me so sad, didn't think you could change this fast"
She's All I Wanna Be,Tate McRae,self-worth-and-insecurity,"She's got everything that I don't have, how could I ever compete with that?"
She's All I Wanna Be,Tate McRae,showing-off-and-impressing,You want someone you can show off whenever you go out
She's All I Wanna Be,Tate McRae,societal-pressure,"You want someone you can show off whenever you go out|You want the girl with the small waist, and the perfect smile"
She's All I Wanna Be,Tate McRae,toxic-relationship,"Stupid boy making me so sad, didn't think you could change this fast"
She's All I Wanna Be,Tate McRae,vulnerability-and-betrayal,"But I just got a feeling, this'll leave an ugly scar"
Shirt,SZA,addiction-and-obsession,Kiss me dangerous
Shirt,SZA,deception-and-distrust,It's what you say and how you do me
Shirt,SZA,desire-and-lust,Kiss me dangerous
Shirt,SZA,disappointment-and-failure,"Broad day, sunshine\nI'll find a way to fuck it up still"
Shirt,SZA,heartbreak-and-grief,It ain't supposed to hurt this way
Shirt,SZA,hidden-emotional-struggle,"In the dark right now\nFeelin' lost, but I like it"
Shirt,SZA,inner-mental-turmoil,Let you all in my mental
Shirt,SZA,jealousy-and-bitterness,Feel the taste of resentment
Shirt,SZA,loneliness-and-isolation,Been so lost without you all around me
Shirt,SZA,longing-for-reconciliation,All I need is the best of you
Shirt,SZA,relationship-complications,Going back on my word|New bitch on my nerves
Shirt,SZA,self-worth-and-insecurity,Still don't know my worth
Shirt,SZA,societal-pressure,Still stressin' perfection
Shirt,SZA,toxic-relationship,"Damn, bitch, you so thirsty|New bitch on my nerves"
Shirt,SZA,vulnerability-and-betrayal,"How I'm 'posed to trust, baby? 'Posed to love?"
Shivers,Ed Sheeran,addiction-and-obsession,"Ooh, I can't get enough"
Shivers,Ed Sheeran,attraction-and-admiration,"Baby, you are so hot you make me shiver"
Shivers,Ed Sheeran,carefree-escapism,"Fill up the engines, we can drive real far"
Shivers,Ed Sheeran,celebration-and-partying,And when they say the party's over then we bring it right back
Shivers,Ed Sheeran,dancing-and-movement,"Oh, baby, you wanna dance 'til the sunlight cracks"
Shivers,Ed Sheeran,desire-and-lust,"Into the car, on the back seat in the moon lit dark"
Shivers,Ed Sheeran,flirtation-and-seduction,I never kissed a mouth that taste like yours
Shivers,Ed Sheeran,human-connection,Wrap me up between your legs and arms
Shivers,Ed Sheeran,idealized-beauty,"Baby, you are so hot you make me shiver"
Shivers,Ed Sheeran,intimacy-and-connection,I wanna kiss your eyes
Shivers,Ed Sheeran,nighttime-revelry,"I wanna stay up all day and all night, mm"
Shivers,Ed Sheeran,partying-and-nightlife,Go dancing underneath the stars
Shivers,Ed Sheeran,romantic-pursuit,I wanna be that guy
Shivers,Ed Sheeran,sensual-desire,I never kissed a mouth that taste like yours
Shivers,Ed Sheeran,surrender-and-sacrifice,You know you could tear me apart
Shotta Flow,NLE Choppa,alcohol-and-substance-abuse,"I might just OD, percs killin' me slowly"
Shotta Flow,NLE Choppa,ambition-and-self-determination,"Get rich or die tryin', I'm feelin' like 50|I started this shit I'ma finish"
Shotta Flow,NLE Choppa,confidence-and-self-assurance,"I am a beast, you cannot tame it"
Shotta Flow,NLE Choppa,deception-and-distrust,"You say you a killer, lil' nigga stop it"
Shotta Flow,NLE Choppa,defiance-and-rebellion,"Don't point the finger, this shit can get dangerous"
Shotta Flow,NLE Choppa,dominance-and-power,You cannot stomp on his yard
Shotta Flow,NLE Choppa,false-friendship,"These niggas hatin', these niggas plottin'"
Shotta Flow,NLE Choppa,haters-and-critics,"Niggas be hatin', tryna blemish my image"
Shotta Flow,NLE Choppa,hustle-and-money,"Whole lotta money, whole lotta guala"
Shotta Flow,NLE Choppa,individual-identity,"I am a menace, keep me a rack just like tennis"
Shotta Flow,NLE Choppa,predatory-threat,"Nigga tried me so you know I had to pop him|Ooh, he got money I'm runnin' his wallet"
Shotta Flow,NLE Choppa,rivalry-and-superiority,"In a shoot out your gun was droppin'|Sauce gang drip though, what is your recipe?"
Shotta Flow,NLE Choppa,self-confidence-and-braggadocio,"Brand new choppa got double d titties|Sauce gang drip though, what is your recipe?"
Shotta Flow,NLE Choppa,street-loyalty-and-danger,"Hit the party fifty deep, nun' but my shotta|Nigga tried me so you know I had to pop him|Pull up with the gang, you know that we bangin'"
Shotta Flow,NLE Choppa,violence-and-street-danger,So many bullets it confused the doctor|Who want the smoke? .223 came with the scope
Shotta Flow,NLE Choppa,wealth-and-flexing,"Whole lotta racks, whole lotta stacks"
Shotta Flow,NLE Choppa,wealth-and-material-success,"I wish everything I touch would turn to gold|My nigga they scammin', they swipin' them cards"
Sicko Mode,Travis Scott,alcohol-and-substance-abuse,"I did half a Xan, thirteen hours 'til I land"
Sicko Mode,Travis Scott,attraction-and-admiration,She's in love with who I am
Sicko Mode,Travis Scott,celebration-and-partying,Now it's 4 AM and I'm back up poppin' with the crew
Sicko Mode,Travis Scott,confidence-and-self-assurance,Who put this shit together? I'm the glue
Sicko Mode,Travis Scott,criminal-secrecy,I crept down the block (down the block)
Sicko Mode,Travis Scott,defiance-and-rebellion,This shit way too formal\nY'all know I don't follow suit|Y'all know I don't follow suit
Sicko Mode,Travis Scott,desire-and-lust,We ain't even make it to the room
Sicko Mode,Travis Scott,dominance-and-power,"In the 3-0-5, bitches treat me like I'm Uncle Luke"
Sicko Mode,Travis Scott,fame-and-status,"Baby mama cover Forbes, got these other bitches shook"
Sicko Mode,Travis Scott,flirtation-and-seduction,"Told her: Hop in, you comin' too"
Sicko Mode,Travis Scott,hustle-and-money,Now I hit the FBO with duffels in my hands
Sicko Mode,Travis Scott,legacy-and-family,"Pass this to my daughter, I'ma show her what it took|Pass this to my daughter, I'ma show her what it took (yeah)"
Sicko Mode,Travis Scott,luxury-and-fashion,"Baguettes in my ice|Baguettes in my ice (oh, man)"
Sicko Mode,Travis Scott,nighttime-revelry,"Now it's 4 AM and I'm back up poppin' with the crew|Sun is down, freezin' cold"
Sicko Mode,Travis Scott,nostalgia-and-longing,"Back in high school, I used to bus it to the dance|Back in high school, I used to bus it to the dance (yeah)"
Sicko Mode,Travis Scott,rivalry-and-superiority,Lost my respect\nYou not a threat
Sicko Mode,Travis Scott,self-confidence-and-braggadocio,"Checks over stripes (yeah)\nThat's what I like|When I shoot my shot, that shit wetty like I'm Sheck (bitch)"
Sicko Mode,Travis Scott,street-loyalty-and-danger,"Jump Out boys, that's Nike boys, hoppin' out coupes|My dawg would probably do it for a Louis belt"
Sicko Mode,Travis Scott,violence-and-street-danger,"I be spinnin' Valley, circle blocks 'til I'm dizzy|I'm tryna clean 'em (yeah)|Jump Out boys, that's Nike boys, hoppin' out coupes"
Sicko Mode,Travis Scott,wealth-and-flexing,"7-6-7, man, this shit got double bedroom, man|Different colored chains\nThink my jeweler really sellin' fruits"
Sicko Mode,Travis Scott,wealth-and-material-success,"7-6-7, man, this shit got double bedroom, man|Different colored chains\nThink my jeweler really sellin' fruits"
Sicko Mode,Travis Scott,youth-and-coming-up,"Back in high school, I used to bus it to the dance|Back in high school, I used to bus it to the dance (yeah)"
Side To Side,Ariana Grande Featuring Nicki Minaj,attraction-and-admiration,See you standing over there with your body
Side To Side,Ariana Grande Featuring Nicki Minaj,confidence-and-self-assurance,"I'm the queen of rap, young Ariana run pop, uh"
Side To Side,Ariana Grande Featuring Nicki Minaj,dancing-and-movement,"And, boy, got me walkin' side to side"
Side To Side,Ariana Grande Featuring Nicki Minaj,defiance-and-rebellion,"Can't hear them, no, 'cause I"
Side To Side,Ariana Grande Featuring Nicki Minaj,desire-and-lust,"Wrist icicle, ride dick bicycle"
Side To Side,Ariana Grande Featuring Nicki Minaj,false-friendship,These friends keep talkin' way too much
Side To Side,Ariana Grande Featuring Nicki Minaj,female-empowerment,All these bitches' flows is my mini-me
Side To Side,Ariana Grande Featuring Nicki Minaj,flirtation-and-seduction,Feeling like I wanna rock with your body
Side To Side,Ariana Grande Featuring Nicki Minaj,haters-and-critics,Rappers in they feelings 'cause they feelin' me (murder)|Say I should give you up
Side To Side,Ariana Grande Featuring Nicki Minaj,hidden-emotional-struggle,Been tryna hide it
Side To Side,Ariana Grande Featuring Nicki Minaj,intimacy-and-connection,Just as long as you know you got me|Just as long as you know you got me (you got me)
Side To Side,Ariana Grande Featuring Nicki Minaj,luxury-and-fashion,"Kissing me, copped the blue box that say Tiffany"
Side To Side,Ariana Grande Featuring Nicki Minaj,nighttime-revelry,I've been here all night
Side To Side,Ariana Grande Featuring Nicki Minaj,relationship-complications,'Cause I know you got a bad reputation
Side To Side,Ariana Grande Featuring Nicki Minaj,reputation-and-gossip,These friends keep talkin' way too much
Side To Side,Ariana Grande Featuring Nicki Minaj,rivalry-and-superiority,All these bitches' flows is my mini-me
Side To Side,Ariana Grande Featuring Nicki Minaj,self-confidence-and-braggadocio,I give zero fucks and I got zero chill in me
Side To Side,Ariana Grande Featuring Nicki Minaj,sensual-desire,And we don't gotta think 'bout nothin'|And we don't gotta think 'bout nothin' ('bout nothin')|Feeling like I wanna rock with your body
Side To Side,Ariana Grande Featuring Nicki Minaj,societal-pressure,Say I should give you up
Side To Side,Ariana Grande Featuring Nicki Minaj,toxic-relationship,'Cause tonight I'm making deals with the devil
Side To Side,Ariana Grande Featuring Nicki Minaj,women-power,"I'm the queen of rap, young Ariana run pop, uh"
Sign Of The Times,Harry Styles,authenticity-and-honesty,We don't talk enough\nWe should open up\nBefore it's all too much
Sign Of The Times,Harry Styles,carefree-escapism,"Just stop your crying, have the time of your life"
Sign Of The Times,Harry Styles,community-and-togetherness,"We can meet again somewhere\nSomewhere far away from here|We never learn, we've been here before"
Sign Of The Times,Harry Styles,defiance-and-rebellion,"Just stop your crying, it's a sign of the times|You can't bribe the door on your way to the sky"
Sign Of The Times,Harry Styles,denial-and-self-deception,"We never learn, we've been here before"
Sign Of The Times,Harry Styles,faith-and-spirituality,You can't bribe the door on your way to the sky
Sign Of The Times,Harry Styles,freedom-and-escape,We gotta get away from here
Sign Of The Times,Harry Styles,hidden-emotional-struggle,"Just stop your crying, it'll be alright|Just stop your crying, it's a sign of the times"
Sign Of The Times,Harry Styles,hope-and-optimism,"Just stop your crying, it'll be alright|Remember everything will be alright"
Sign Of The Times,Harry Styles,impermanence,They told me that the end is near
Sign Of The Times,Harry Styles,inner-mental-turmoil,Why are we always stuck and running from\nThe bullets?
Sign Of The Times,Harry Styles,longing-and-loss,We can meet again somewhere\nSomewhere far away from here
Sign Of The Times,Harry Styles,mortality-and-death,Welcome to the final show
Sign Of The Times,Harry Styles,overcoming-hardship,Breaking through the atmosphere|Remember everything will be alright
Sign Of The Times,Harry Styles,reassurance-and-comfort,"Just stop your crying, it'll be alright|Stop your crying, baby, it'll be alright"
Sign Of The Times,Harry Styles,regret-and-reflection,Will we ever learn?\nWe've been here before\nIt's just what we know
Sign Of The Times,Harry Styles,resilience-and-strength,"Breaking through the atmosphere|We got to, we got to run away"
Sign Of The Times,Harry Styles,societal-pressure,"It's just what we know|We never learn, we've been here before\nWhy are we always stuck and running from\nThe bullets?"
Sign Of The Times,Harry Styles,urgency-and-time-pressure,"We got to get away\nWe got to get away|We got to, we got to run\nWe got to, we got to run|We got to, we got to run\nWe got to, we got to run\nWe got to, we got to run away"
Sign Of The Times,Harry Styles,violence-and-street-danger,Why are we always stuck and running from\nThe bullets?|Why are we always stuck and running from\nYour bullets?
Simple,Florida Georgia Line,attraction-and-admiration,Just the way you look at me
Simple,Florida Georgia Line,authenticity-and-honesty,"Ain't no need to complicate it, we both know that's overrated|it's safe to say it ain't our style"
Simple,Florida Georgia Line,carefree-escapism,It's a Sunday drive on a piece of land
Simple,Florida Georgia Line,cherishing-the-present-moment,It's paradise as long as I'm with you
Simple,Florida Georgia Line,human-connection,The way your fingers fit in mine
Simple,Florida Georgia Line,intimacy-and-connection,The way your fingers fit in mine
Simple,Florida Georgia Line,loyalty-and-relationships,An epiphany that all we need is us
Simple,Florida Georgia Line,personal-growth-and-change,Then I met you and you met me
Simple,Florida Georgia Line,reassurance-and-comfort,"Ain't no need to complicate it, we both know that's overrated|It's just that simple, S-I-M-P-L-E"
Simple,Florida Georgia Line,societal-pressure,We used to live on Instagram
Single Saturday Night,Cole Swindell,alcohol-and-substance-abuse,"Three sheets, just me and the guys"
Single Saturday Night,Cole Swindell,attraction-and-admiration,"And I thought, ""Man, what a beautiful sight""|Pretty red lips, working on a white claw"
Single Saturday Night,Cole Swindell,carefree-escapism,"I was killing time, crushing cans"
Single Saturday Night,Cole Swindell,celebration-and-partying,I was out taking shots
Single Saturday Night,Cole Swindell,community-and-togetherness,Oh but they all get it 'cause they were right there with me
Single Saturday Night,Cole Swindell,dancing-and-movement,"Shaking to a little, shook me all night long"
Single Saturday Night,Cole Swindell,devotion,Ain't a morning you don't wake up in my shirt now
Single Saturday Night,Cole Swindell,faith-and-spirituality,Even holding hands walking out of church now
Single Saturday Night,Cole Swindell,flirtation-and-seduction,"Pretty red lips, working on a white claw"
Single Saturday Night,Cole Swindell,human-connection,I wasn’t looking for love when I walked through the door
Single Saturday Night,Cole Swindell,idealized-beauty,"And I thought, ""Man, what a beautiful sight""|Pretty red lips, working on a white claw"
Single Saturday Night,Cole Swindell,intimacy-and-connection,Ain't a morning you don't wake up in my shirt now
Single Saturday Night,Cole Swindell,loyalty-and-relationships,"'Cause, girl, I got you by my side"
Single Saturday Night,Cole Swindell,nighttime-revelry,'Cause I was under them neon lights
Single Saturday Night,Cole Swindell,nostalgia-and-longing,"Who'd of thought, baby, looking back that"
Single Saturday Night,Cole Swindell,partying-and-nightlife,Everybody knew they could find me there
Single Saturday Night,Cole Swindell,personal-growth-and-change,"That would be my last single Saturday night?|Who'd of thought, baby, looking back that"
Single Saturday Night,Cole Swindell,regret-and-reflection,"That would be my last single Saturday night?|Who'd of thought, baby, looking back that"
